model,family,scope,a,b,case,outcome,n_matched,win,loss,tie,n_disc,p,testable,p_holm
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_bm25_enriched,C,answered_grounded_offtarget,9,0,0,9,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_dense_enriched,C,answered_grounded_offtarget,16,0,0,16,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,15,0,0,15,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_bm25_enriched,chunk500_dense_enriched,C,answered_grounded_offtarget,8,0,0,8,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_bm25_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,10,0,1,9,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_dense_enriched,chunk500_hybrid_enriched,C,answered_grounded_offtarget,16,0,0,16,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk200_dense_enriched,C,answered_ungrounded,10,0,0,10,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk200_hybrid_enriched,C,answered_ungrounded,11,0,0,11,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_bm25_enriched,C,answered_ungrounded,7,0,0,7,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_dense_enriched,C,answered_ungrounded,10,0,0,10,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_bm25_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,10,0,1,9,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk200_hybrid_enriched,C,answered_ungrounded,18,0,0,18,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_bm25_enriched,C,answered_ungrounded,9,0,0,9,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_dense_enriched,C,answered_ungrounded,17,0,0,17,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_dense_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,16,0,1,15,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_bm25_enriched,C,answered_ungrounded,9,0,0,9,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_dense_enriched,C,answered_ungrounded,16,0,0,16,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk200_hybrid_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,15,0,1,14,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_bm25_enriched,chunk500_dense_enriched,C,answered_ungrounded,8,0,0,8,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_bm25_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,10,0,1,9,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,pooled (n=45),chunk500_dense_enriched,chunk500_hybrid_enriched,C,answered_ungrounded,16,0,1,15,1,1.0,True,1.0
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk200_dense_enriched,B,abstained,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk200_hybrid_enriched,B,abstained,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk500_bm25_enriched,B,abstained,5,0,0,5,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk500_dense_enriched,B,abstained,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk500_hybrid_enriched,B,abstained,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk200_hybrid_enriched,B,abstained,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk500_bm25_enriched,B,abstained,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk500_dense_enriched,B,abstained,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk500_hybrid_enriched,B,abstained,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_hybrid_enriched,chunk500_bm25_enriched,B,abstained,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_hybrid_enriched,chunk500_dense_enriched,B,abstained,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_hybrid_enriched,chunk500_hybrid_enriched,B,abstained,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk500_bm25_enriched,chunk500_dense_enriched,B,abstained,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk500_bm25_enriched,chunk500_hybrid_enriched,B,abstained,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk500_dense_enriched,chunk500_hybrid_enriched,B,abstained,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk200_dense_enriched,B,answered_grounded_correct,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk200_hybrid_enriched,B,answered_grounded_correct,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk500_bm25_enriched,B,answered_grounded_correct,5,0,0,5,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk500_dense_enriched,B,answered_grounded_correct,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk200_hybrid_enriched,B,answered_grounded_correct,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk500_bm25_enriched,B,answered_grounded_correct,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk500_dense_enriched,B,answered_grounded_correct,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_hybrid_enriched,chunk500_bm25_enriched,B,answered_grounded_correct,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_hybrid_enriched,chunk500_dense_enriched,B,answered_grounded_correct,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_hybrid_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk500_bm25_enriched,chunk500_dense_enriched,B,answered_grounded_correct,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk500_bm25_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk500_dense_enriched,chunk500_hybrid_enriched,B,answered_grounded_correct,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk200_dense_enriched,B,answered_grounded_offtarget,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk200_hybrid_enriched,B,answered_grounded_offtarget,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk500_bm25_enriched,B,answered_grounded_offtarget,5,0,0,5,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk500_dense_enriched,B,answered_grounded_offtarget,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk200_hybrid_enriched,B,answered_grounded_offtarget,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk500_bm25_enriched,B,answered_grounded_offtarget,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk500_dense_enriched,B,answered_grounded_offtarget,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_hybrid_enriched,chunk500_bm25_enriched,B,answered_grounded_offtarget,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_hybrid_enriched,chunk500_dense_enriched,B,answered_grounded_offtarget,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_hybrid_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk500_bm25_enriched,chunk500_dense_enriched,B,answered_grounded_offtarget,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk500_bm25_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk500_dense_enriched,chunk500_hybrid_enriched,B,answered_grounded_offtarget,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk200_dense_enriched,B,answered_ungrounded,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk200_hybrid_enriched,B,answered_ungrounded,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk500_bm25_enriched,B,answered_ungrounded,5,0,0,5,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk500_dense_enriched,B,answered_ungrounded,2,0,0,2,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk200_hybrid_enriched,B,answered_ungrounded,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk500_bm25_enriched,B,answered_ungrounded,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk500_dense_enriched,B,answered_ungrounded,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_hybrid_enriched,chunk500_bm25_enriched,B,answered_ungrounded,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_hybrid_enriched,chunk500_dense_enriched,B,answered_ungrounded,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_hybrid_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk500_bm25_enriched,chunk500_dense_enriched,B,answered_ungrounded,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk500_bm25_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk500_dense_enriched,chunk500_hybrid_enriched,B,answered_ungrounded,3,0,0,3,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk200_dense_enriched,C,abstained,6,0,0,6,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk200_hybrid_enriched,C,abstained,6,0,0,6,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk500_bm25_enriched,C,abstained,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk500_dense_enriched,C,abstained,5,0,0,5,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk500_hybrid_enriched,C,abstained,6,0,0,6,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk200_hybrid_enriched,C,abstained,11,0,0,11,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk500_bm25_enriched,C,abstained,6,0,0,6,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk500_dense_enriched,C,abstained,10,0,0,10,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk500_hybrid_enriched,C,abstained,10,0,0,10,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_hybrid_enriched,chunk500_bm25_enriched,C,abstained,6,0,0,6,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_hybrid_enriched,chunk500_dense_enriched,C,abstained,10,0,0,10,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_hybrid_enriched,chunk500_hybrid_enriched,C,abstained,10,0,0,10,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk500_bm25_enriched,chunk500_dense_enriched,C,abstained,5,0,0,5,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk500_bm25_enriched,chunk500_hybrid_enriched,C,abstained,6,0,0,6,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk500_dense_enriched,chunk500_hybrid_enriched,C,abstained,9,0,0,9,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk200_dense_enriched,C,answered_grounded_correct,6,0,0,6,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk200_hybrid_enriched,C,answered_grounded_correct,6,0,0,6,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk500_bm25_enriched,C,answered_grounded_correct,4,0,0,4,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk500_dense_enriched,C,answered_grounded_correct,5,0,0,5,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_bm25_enriched,chunk500_hybrid_enriched,C,answered_grounded_correct,6,0,0,6,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk200_hybrid_enriched,C,answered_grounded_correct,11,0,0,11,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk500_bm25_enriched,C,answered_grounded_correct,6,0,0,6,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk500_dense_enriched,C,answered_grounded_correct,10,0,0,10,0,,False,
qwen3.8-27b@q4_k_xl,Family 3 — chunk size and strategy within metadata_enriched,factual (n=14),chunk200_dense_enriched,chunk500_hybrid_enriched,C,answered_grounded_correct,10,0,0,10,0,,False,
